"","Player","Year","Pos","TS.","AST.","FG.","FT.","X3P.","X2P.","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","Player_year","randomPart_euclidean_12"
"7132","Joakim Noah",2015,"C",0.482,23,0.445,0.603,0,0.447,3.8,7.5,5.5,0.8,1.3,2.2,3.6,8.5,"Joakim Noah-2015",8
"7135","Steve Novak",2015,"SF",0.554,8.6,0.393,0,0.396,0.375,0.4,3.7,2,0,0.4,0.9,4.2,11.5,"Steve Novak-2015",1
"7136","Dirk Nowitzki",2015,"PF",0.56,10.4,0.459,0.882,0.38,0.486,0.7,6.5,2.3,0.6,0.5,1.3,2.5,21,"Dirk Nowitzki-2015",11
"7137","Jusuf Nurkic",2015,"C",0.483,7.3,0.446,0.636,0,0.449,4.1,8.4,1.6,1.7,2.2,2.8,6.8,13.9,"Jusuf Nurkic-2015",8
"7139","Kyle O'Quinn",2015,"PF",0.55,11.3,0.492,0.772,0.279,0.538,2,6.7,2.6,1.4,1.7,2.4,4.8,12.8,"Kyle O'Quinn-2015",12
"7140","Victor Oladipo",2015,"SG",0.527,19.3,0.436,0.819,0.339,0.464,0.7,3.5,4.1,1.7,0.3,2.9,2.6,18.1,"Victor Oladipo-2015",4
"7141","Kelly Olynyk",2015,"C",0.558,12.2,0.475,0.684,0.349,0.538,2.3,5.3,2.8,1.6,1,2.5,5.4,16.6,"Kelly Olynyk-2015",6
"7143","Zaza Pachulia",2015,"C",0.506,16.2,0.454,0.788,0,0.456,4.1,6.3,3.7,1.7,0.4,2.8,3.5,12.6,"Zaza Pachulia-2015",8
"7144","Kostas Papanikolaou",2015,"SF",0.444,15.8,0.35,0.722,0.292,0.418,1.8,3.6,3.8,1.3,0.6,2.5,3.2,8.2,"Kostas Papanikolaou-2015",5
"7146","Jabari Parker",2015,"SF",0.527,9.5,0.49,0.697,0.25,0.506,2.4,4.3,2,1.5,0.2,2.3,2,15,"Jabari Parker-2015",6
"7147","Tony Parker",2015,"PG",0.539,28.7,0.486,0.783,0.427,0.493,0.3,2.1,6.2,0.8,0,2.7,2,18,"Tony Parker-2015",10
"7148","Chandler Parsons",2015,"SF",0.567,11.4,0.462,0.72,0.38,0.521,1.1,4.3,2.7,1.1,0.3,1.6,2.3,17.1,"Chandler Parsons-2015",11
"7149","Patrick Patterson",2015,"PF",0.568,10.7,0.449,0.788,0.371,0.536,2.1,5.1,2.6,1,0.7,0.9,2.5,10.8,"Patrick Patterson-2015",11
"7150","Chris Paul",2015,"PG",0.596,47.4,0.485,0.9,0.398,0.523,0.7,4.1,10.6,2,0.2,2.4,2.6,19.7,"Chris Paul-2015",10
"7151","Adreian Payne",2015,"PF",0.443,6.4,0.414,0.652,0.111,0.427,2.3,5.6,1.5,0.9,0.4,2.1,4.3,10.4,"Adreian Payne-2015",8
"7152","Elfrid Payton",2015,"PG",0.456,32.6,0.425,0.551,0.262,0.435,1.5,3.5,7.7,2.1,0.3,2.9,2.8,10.6,"Elfrid Payton-2015",5
"7154","Kendrick Perkins",2015,"C",0.467,6.3,0.449,0.506,0,0.451,2.9,7.2,1.6,0.5,1.3,3,5.1,7.7,"Kendrick Perkins-2015",8
"7155","Paul Pierce",2015,"SF",0.58,11.9,0.447,0.781,0.389,0.496,0.8,4.7,2.7,0.9,0.5,1.7,3,16.3,"Paul Pierce-2015",11
"7156","Mason Plumlee",2015,"C",0.57,7,0.573,0.495,0,0.576,3.6,7,1.5,1.3,1.3,2.2,4.3,14.8,"Mason Plumlee-2015",7
"7158","Quincy Pondexter",2015,"SF",0.55,7.7,0.421,0.74,0.373,0.478,1.1,2.9,1.9,0.4,0.5,1,3,10.8,"Quincy Pondexter-2015",11
"7159","Otto Porter",2015,"SF",0.523,6.8,0.45,0.734,0.337,0.491,1.8,3.8,1.6,1.1,0.8,1.3,2.4,11.2,"Otto Porter-2015",11
"7160","Dwight Powell",2015,"PF",0.552,5.5,0.463,0.758,0.273,0.5,2.7,4.9,1.4,1.4,0.9,1.7,6.1,13.7,"Dwight Powell-2015",9
"7161","Phil Pressey",2015,"PG",0.453,28,0.368,0.673,0.246,0.44,0.8,4,7,1.8,0.4,2.5,3.2,10.6,"Phil Pressey-2015",5
"7162","A.J. Price",2015,"PG",0.451,23.5,0.372,0.667,0.263,0.45,0.7,2.9,5.1,0.8,0,1.6,1.7,14.8,"A.J. Price-2015",2
"7163","Ronnie Price",2015,"PG",0.455,24.4,0.345,0.8,0.284,0.404,0.7,1.8,6,2.5,0.1,1.9,4.3,8.1,"Ronnie Price-2015",5
"7164","Pablo Prigioni",2015,"PG",0.557,21.5,0.399,0.854,0.343,0.548,0.9,2.7,5.1,2.4,0,1.9,2.6,8.2,"Pablo Prigioni-2015",6
"7165","Tayshaun Prince",2015,"SF",0.504,10.3,0.44,0.754,0.463,0.436,1.3,4.1,2.4,0.7,0.4,0.9,1.4,11.2,"Tayshaun Prince-2015",11
"7168","Shavlik Randolph",2015,"PF",0.298,4.4,0.257,0.5,0,0.3,4.6,6.3,1.1,1.4,0.9,0.9,4.6,6.9,"Shavlik Randolph-2015",1
"7169","Zach Randolph",2015,"PF",0.538,11.4,0.487,0.765,0.35,0.49,3.5,8.2,2.4,1.1,0.2,2.4,2.7,17.9,"Zach Randolph-2015",12
"7170","J.J. Redick",2015,"SG",0.622,9,0.477,0.901,0.437,0.515,0.3,2.2,2,0.6,0.1,1.4,2,19.1,"J.J. Redick-2015",11
"7173","Luke Ridnour",2015,"PG",0.507,21,0.426,0.857,0.317,0.487,0.4,3.2,5.1,1.1,0.2,2,3.5,9.9,"Luke Ridnour-2015",2
"7174","Austin Rivers",2015,"PG",0.481,14.7,0.409,0.675,0.298,0.449,0.6,2.9,3.6,1.1,0.3,1.5,3.4,12.2,"Austin Rivers-2015",3
"7175","Andre Roberson",2015,"SG",0.513,7.4,0.458,0.479,0.247,0.612,1.7,5.5,2,1.5,0.8,1.3,3.9,6.4,"Andre Roberson-2015",6
"7176","Brian Roberts",2015,"PG",0.495,20.3,0.389,0.892,0.321,0.44,0.4,2.6,4.4,0.9,0.2,1.5,2,13,"Brian Roberts-2015",2
"7177","Glenn Robinson",2015,"SG",0.471,7,0.388,0.667,0.263,0.438,2.1,3.3,1.5,0.8,0.1,1.5,2.1,10.1,"Glenn Robinson-2015",3
"7178","Nate Robinson",2015,"PG",0.432,25.7,0.345,0.674,0.277,0.399,1,2,5.9,1.2,0.2,1.8,4.6,14.5,"Nate Robinson-2015",5
"7179","Thomas Robinson",2015,"PF",0.502,7.6,0.485,0.528,0,0.488,4.3,9.4,1.5,1.4,0.9,2.7,4.7,13.9,"Thomas Robinson-2015",8
"7180","Rajon Rondo",2015,"PG",0.448,39.3,0.426,0.397,0.314,0.444,1.3,5.4,9.6,1.6,0.1,3.7,2.7,10.8,"Rajon Rondo-2015",5
"7181","Derrick Rose",2015,"PG",0.493,30.7,0.405,0.813,0.28,0.465,0.8,3,5.9,0.8,0.4,3.8,1.5,21.3,"Derrick Rose-2015",10
"7182","Terrence Ross",2015,"SF",0.519,6.5,0.41,0.786,0.372,0.452,0.6,3.3,1.5,0.9,0.4,1.2,2.3,13.9,"Terrence Ross-2015",11
"7183","Ricky Rubio",2015,"PG",0.452,43.5,0.356,0.803,0.255,0.387,1,5.5,10,2,0.1,3.3,3.1,11.8,"Ricky Rubio-2015",5
"7184","Damjan Rudez",2015,"SF",0.591,7.9,0.452,0.696,0.406,0.538,0.3,1.3,1.8,0.6,0.2,1.6,2.7,11.1,"Damjan Rudez-2015",11
"7185","Brandon Rush",2015,"SG",0.255,5.4,0.204,0.455,0.111,0.296,0.5,4.9,1.6,0.7,1.6,1.5,3.6,4,"Brandon Rush-2015",1
"7186","Robert Sacre",2015,"C",0.449,7.4,0.412,0.671,0,0.413,2.8,4.6,1.7,0.9,1.4,1.1,3.8,9.8,"Robert Sacre-2015",8
"7187","John Salmons",2015,"SF",0.422,6.6,0.333,0.5,0.308,0.364,0.5,2.3,1.7,1.2,0.5,0.7,3.3,5.6,"John Salmons-2015",1
"7188","JaKarr Sampson",2015,"SF",0.498,12,0.422,0.67,0.244,0.525,1.1,4.1,2.5,1.2,0.8,2.4,4.3,12.3,"JaKarr Sampson-2015",6
"7190","Dennis Schroder",2015,"PG",0.516,34.6,0.427,0.827,0.351,0.449,0.7,3.2,7.5,1.2,0.1,3.6,3,18.2,"Dennis Schroder-2015",10
"7191","Luis Scola",2015,"PF",0.515,11,0.467,0.699,0.25,0.474,3,8.4,2.3,1,0.4,2,4.2,16.6,"Luis Scola-2015",12
"7192","Mike Scott",2015,"PF",0.543,10.9,0.444,0.792,0.344,0.517,1.4,4.9,2.4,0.8,0.1,1.3,2.7,17,"Mike Scott-2015",11
"7193","Thabo Sefolosha",2015,"SF",0.506,11.2,0.418,0.776,0.321,0.462,2,6.3,2.8,2,0.8,1.4,2.5,10.3,"Thabo Sefolosha-2015",6
"7194","Kevin Seraphin",2015,"C",0.535,8,0.513,0.707,0,0.516,2.5,5.9,1.7,0.3,1.7,2.9,5.7,15.2,"Kevin Seraphin-2015",7
"7195","Ramon Sessions",2015,"PG",0.49,23,0.374,0.769,0.317,0.387,0.7,3.7,5.5,0.9,0,2.6,2.2,12.2,"Ramon Sessions-2015",2
"7196","Iman Shumpert",2015,"SG",0.497,14.2,0.41,0.672,0.342,0.458,1.3,3.9,3.1,1.9,0.4,2.1,3.2,11.6,"Iman Shumpert-2015",6
"7197","Alexey Shved",2015,"SG",0.541,25.7,0.397,0.807,0.338,0.439,1.1,3.6,5,1.4,0.3,2.3,2.3,20.4,"Alexey Shved-2015",4
"7198","Henry Sims",2015,"C",0.521,10.7,0.474,0.774,0.182,0.488,3.1,6.1,2,1,0.8,2.5,3.5,15.1,"Henry Sims-2015",12
"7199","Kyle Singler",2015,"SF",0.512,7.3,0.386,0.769,0.398,0.371,0.7,3.3,1.8,1,0.4,1.1,3.2,9.9,"Kyle Singler-2015",3
"7200","Donald Sloan",2015,"PG",0.503,27.5,0.408,0.779,0.313,0.464,0.4,4.3,6.2,0.7,0,2.1,1.5,12.7,"Donald Sloan-2015",2
"7201","Marcus Smart",2015,"PG",0.491,16.3,0.367,0.646,0.335,0.41,1.2,3.2,4.1,2,0.4,1.8,3.5,10.4,"Marcus Smart-2015",5
"7203","Ish Smith",2015,"PG",0.431,40.7,0.39,0.596,0.3,0.407,0.6,3.7,7.8,1.6,0.3,3.4,2.2,14.6,"Ish Smith-2015",5
"7204","J.R. Smith",2015,"SG",0.538,15.6,0.417,0.75,0.383,0.462,0.5,3.3,3.4,1.4,0.4,1.7,2.8,14.7,"J.R. Smith-2015",11
"7205","Jason Smith",2015,"C",0.497,13.5,0.434,0.83,0.357,0.44,2,4.6,2.8,0.6,0.9,2.1,4.1,13.2,"Jason Smith-2015",9
"7206","Josh Smith",2015,"PF",0.467,20.5,0.419,0.498,0.316,0.451,2.4,5.9,4.3,1.4,1.8,3.2,3.6,16.1,"Josh Smith-2015",12
"7208","Tony Snell",2015,"SF",0.55,6.8,0.429,0.8,0.371,0.494,0.8,3.7,1.6,0.8,0.3,1.2,2.2,11.1,"Tony Snell-2015",11
"7209","Marreese Speights",2015,"PF",0.546,9.9,0.492,0.843,0.278,0.498,3.3,6.4,2.1,0.6,1,2.4,5.6,23.6,"Marreese Speights-2015",12
"7211","Nik Stauskas",2015,"SG",0.492,9,0.365,0.859,0.322,0.408,0.4,2.5,2.1,0.6,0.5,1.3,2.9,10.2,"Nik Stauskas-2015",3
"7212","Lance Stephenson",2015,"SG",0.419,25.4,0.376,0.627,0.171,0.425,0.9,5.4,5.5,0.9,0.2,2.9,3.1,11.5,"Lance Stephenson-2015",5
"7216","Amar'e Stoudemire",2015,"PF",0.595,6.8,0.557,0.72,0,0.562,3.2,6.3,1.3,0.8,1.1,2.3,4.7,19.7,"Amar'e Stoudemire-2015",7
"7217","Rodney Stuckey",2015,"PG",0.528,20.2,0.44,0.819,0.39,0.452,0.7,4.1,4.2,1.1,0.2,2.3,2.5,17.2,"Rodney Stuckey-2015",4
"7218","Jared Sullinger",2015,"PF",0.503,14.2,0.439,0.744,0.283,0.494,3.4,6.8,3.1,1,1,1.8,3.5,17.7,"Jared Sullinger-2015",12
"7219","Jeffery Taylor",2015,"SF",0.481,8.2,0.395,0.634,0.306,0.436,1.2,3.3,1.8,1,0.1,1.6,3,10.6,"Jeffery Taylor-2015",3
"7220","Jeff Teague",2015,"PG",0.566,37.9,0.46,0.862,0.343,0.496,0.5,2.5,8.3,2,0.5,3.3,2.2,18.8,"Jeff Teague-2015",10
"7221","Mirza Teletovic",2015,"PF",0.5,8.1,0.382,0.717,0.321,0.476,1.1,6.7,1.9,0.6,0.6,2.1,3,13.7,"Mirza Teletovic-2015",9
"7223","Garrett Temple",2015,"SG",0.534,11,0.4,0.729,0.375,0.427,1.2,3.2,2.7,2.1,0.4,1.7,3.7,10,"Garrett Temple-2015",6
"7224","Jason Terry",2015,"SG",0.579,13.8,0.422,0.813,0.39,0.504,0.3,2.3,3.2,1.4,0.4,1.6,2.5,11.9,"Jason Terry-2015",11
"7225","Isaiah Thomas",2015,"PG",0.579,27.2,0.42,0.868,0.373,0.457,0.7,2.5,5.9,1.2,0.1,3,3.1,23,"Isaiah Thomas-2015",4
"7226","Lance Thomas",2015,"PF",0.456,7.4,0.412,0.727,0.318,0.417,1.6,3.1,1.7,0.9,0.2,1.8,2.4,10.7,"Lance Thomas-2015",3
"7229","Hollis Thompson",2015,"SG",0.538,8.4,0.413,0.708,0.401,0.426,1.1,2.9,1.7,1.2,0.5,1.3,2.9,12.7,"Hollis Thompson-2015",3
"7230","Jason Thompson",2015,"PF",0.5,6.5,0.47,0.622,0,0.471,2.5,7.1,1.5,0.6,1,1.5,4.3,8.9,"Jason Thompson-2015",8
"7231","Klay Thompson",2015,"SG",0.591,14.6,0.463,0.879,0.439,0.481,0.4,3.2,3.3,1.3,0.9,2.2,1.8,24.5,"Klay Thompson-2015",4
"7233","Marcus Thornton",2015,"SG",0.514,8.2,0.406,0.821,0.378,0.426,1.1,3.1,1.8,1.3,0.3,1.3,1.9,19,"Marcus Thornton-2015",11
"7234","Anthony Tolliver",2015,"PF",0.569,6.3,0.41,0.783,0.366,0.534,1.3,4.7,1.5,0.6,0.4,1.3,3.4,12.1,"Anthony Tolliver-2015",11
"7235","P.J. Tucker",2015,"SF",0.541,7.4,0.438,0.727,0.345,0.506,1.7,5.9,1.8,1.6,0.3,1.5,2.7,10.8,"P.J. Tucker-2015",6
"7237","Hedo Turkoglu",2015,"SF",0.602,7.5,0.441,0.545,0.432,0.469,0.3,4.8,1.9,1,0.4,1.5,3.4,11.8,"Hedo Turkoglu-2015",11
"7238","Evan Turner",2015,"SG",0.482,30,0.429,0.752,0.277,0.458,0.6,6,7.2,1.3,0.3,3.2,2.9,12.4,"Evan Turner-2015",10
"7240","Beno Udrih",2015,"PG",0.55,24,0.487,0.853,0.268,0.539,0.5,3,5.3,1.1,0.2,2.1,2.1,14.6,"Beno Udrih-2015",2
"7241","Jonas Valanciunas",2015,"C",0.623,3.1,0.572,0.786,0,0.573,3.7,8.2,0.7,0.6,1.6,1.9,3.8,16.5,"Jonas Valanciunas-2015",7
"7242","Anderson Varejao",2015,"C",0.58,9.1,0.555,0.733,0,0.561,3.2,6.4,2,1.1,0.9,2,3.3,14.4,"Anderson Varejao-2015",7
"7243","Greivis Vasquez",2015,"PG",0.514,23.9,0.408,0.758,0.379,0.436,0.4,3.5,5.5,0.8,0.2,2.2,3.2,14,"Greivis Vasquez-2015",2
"7244","Charlie Villanueva",2015,"PF",0.534,4.7,0.414,0.571,0.376,0.475,1.6,6.3,1,0.8,1.2,1.5,3.4,21.4,"Charlie Villanueva-2015",9
"7245","Noah Vonleh",2015,"PF",0.475,2.5,0.395,0.692,0.385,0.397,3.9,8.1,0.6,0.6,1.3,1.5,2.8,11.5,"Noah Vonleh-2015",9
"7246","Nikola Vucevic",2015,"C",0.548,11,0.523,0.752,0.333,0.524,3.4,8.1,2.1,0.8,0.8,2.1,3.1,20.3,"Nikola Vucevic-2015",12
"7247","Dwyane Wade",2015,"SG",0.534,32.1,0.47,0.768,0.284,0.489,1.1,2.9,5.5,1.3,0.4,3.8,1.9,24.3,"Dwyane Wade-2015",10
"7248","Dion Waiters",2015,"SG",0.46,11.9,0.396,0.68,0.297,0.431,0.7,2.5,2.7,1.5,0.3,1.8,2.5,15.3,"Dion Waiters-2015",3
"7249","Henry Walker",2015,"SF",0.497,7.2,0.345,0.778,0.341,0.361,0.4,4.3,1.7,1.4,0.5,1.4,4.4,10,"Henry Walker-2015",3
"7250","Kemba Walker",2015,"PG",0.486,27.1,0.385,0.827,0.304,0.418,0.6,3.1,5.4,1.5,0.5,1.7,1.6,18.3,"Kemba Walker-2015",2
"7251","John Wall",2015,"PG",0.523,46.3,0.445,0.785,0.3,0.478,0.5,4.2,10.1,1.8,0.6,3.9,2.3,17.6,"John Wall-2015",10
"7252","Gerald Wallace",2015,"SF",0.431,5.1,0.412,0.4,0.333,0.419,2.1,5,1.4,1.9,0.5,2.3,2.4,4.4,"Gerald Wallace-2015",1
"7253","T.J. Warren",2015,"SF",0.551,6.6,0.528,0.737,0.238,0.56,2.4,2.6,1.5,1.1,0.5,1.6,3,14.4,"T.J. Warren-2015",6
"7254","C.J. Watson",2015,"PG",0.581,23.3,0.434,0.826,0.4,0.459,0.5,3.7,5.3,1.4,0.2,2.5,2.7,14.4,"C.J. Watson-2015",2
"7256","Travis Wear",2015,"SF",0.451,9.9,0.402,0.769,0.367,0.408,1.7,4,2.1,0.8,0.6,1.9,2.9,10.7,"Travis Wear-2015",3
"7257","Martell Webster",2015,"SF",0.445,6.7,0.264,0.75,0.233,0.292,1,3.7,1.7,0.7,0.1,2.3,2.5,10.8,"Martell Webster-2015",1
"7258","David West",2015,"PF",0.508,20.1,0.471,0.739,0.2,0.479,2.1,6.5,4.2,0.9,0.9,2.3,3,14.6,"David West-2015",12
"7259","Russell Westbrook",2015,"PG",0.536,47,0.426,0.835,0.299,0.457,1.9,5.7,9,2.2,0.2,4.6,2.9,29.5,"Russell Westbrook-2015",10
"7261","Shayne Whittington",2015,"PF",0.547,9.6,0.452,0.783,0.167,0.5,3.3,6.3,2,1.7,0.7,1.7,6,19,"Shayne Whittington-2015",8
"7262","Andrew Wiggins",2015,"SG",0.517,9.8,0.437,0.76,0.31,0.453,1.6,2.9,2.1,1,0.6,2.1,2.3,16.8,"Andrew Wiggins-2015",11
"7263","C.J. Wilcox",2015,"SG",0.527,12,0.421,1,0.368,0.474,0.4,2.1,2.9,1.1,0.4,3.6,2.5,14.6,"C.J. Wilcox-2015",4
"7264","Deron Williams",2015,"PG",0.504,33.7,0.387,0.834,0.367,0.395,0.5,3.5,7.6,1.1,0.3,2.6,2.7,15.1,"Deron Williams-2015",2
"7265","Derrick Williams",2015,"PF",0.54,5.6,0.447,0.684,0.314,0.511,1,4,1.2,0.8,0.1,1.4,1.6,15.2,"Derrick Williams-2015",11
"7267","Lou Williams",2015,"SG",0.564,13.6,0.404,0.861,0.34,0.464,0.4,2.3,2.9,1.6,0.2,1.8,1.8,22.2,"Lou Williams-2015",4
"7268","Marvin Williams",2015,"PF",0.541,7.8,0.424,0.713,0.358,0.5,1,5.8,1.8,1.2,0.6,1.1,2.6,10.2,"Marvin Williams-2015",11
"7269","Mo Williams",2015,"PG",0.512,37.4,0.397,0.872,0.342,0.434,0.4,2.8,7.7,0.8,0.3,3.1,2.9,17.5,"Mo Williams-2015",10
"7270","Reggie Williams",2015,"SF",0.454,14.4,0.385,1,0.158,0.6,1.7,4.1,3.4,0.3,0,0.7,4.1,12.7,"Reggie Williams-2015",11
"7271","Shawne Williams",2015,"SF",0.537,6.5,0.403,0.875,0.36,0.467,1.2,4.3,1.5,0.8,0.7,1,4.5,11.3,"Shawne Williams-2015",3
"7273","Nate Wolters",2015,"PG",0.352,12.2,0.351,0.333,0,0.4,1.2,3.8,3.1,1.2,0.3,1.9,2.6,6.1,"Nate Wolters-2015",1
"7274","Brandan Wright",2015,"PF",0.66,4.4,0.642,0.696,0,0.647,3.2,4.8,1,1.2,2.3,0.8,2.5,13.5,"Brandan Wright-2015",7
"7275","Dorell Wright",2015,"SF",0.525,10.2,0.379,0.81,0.38,0.378,0.9,5.9,2.5,1.2,0.7,1.1,3.3,13.3,"Dorell Wright-2015",3
"7276","Tony Wroten",2015,"PG",0.494,34.9,0.403,0.667,0.261,0.473,0.9,2.6,6.3,1.9,0.3,4.5,2.9,20.4,"Tony Wroten-2015",10
"7277","James Young",2015,"SG",0.457,5.6,0.353,0.552,0.258,0.528,1,3.6,1.4,0.9,0.2,0.5,2.4,11.4,"James Young-2015",3
"7278","Nick Young",2015,"SG",0.52,6.9,0.366,0.892,0.369,0.363,0.6,2.8,1.5,0.8,0.4,1.6,3,20.3,"Nick Young-2015",3
"7279","Thaddeus Young",2015,"PF",0.507,12.4,0.466,0.655,0.33,0.484,1.9,4.2,2.6,1.8,0.4,1.7,2.5,15.8,"Thaddeus Young-2015",6
"7280","Cody Zeller",2015,"C",0.53,10.9,0.461,0.774,1,0.46,2.3,6.4,2.4,0.8,1.2,1.5,3.8,11.4,"Cody Zeller-2015",9
"7282","Quincy Acy",2016,"PF",0.629,4.4,0.556,0.735,0.388,0.606,2.7,5.1,1.1,1.2,1,1.1,4.2,12.6,"Quincy Acy-2016",7
"7285","Arron Afflalo",2016,"SG",0.531,9.9,0.443,0.84,0.382,0.469,0.3,3.7,2.2,0.4,0.2,1.2,2.2,13.8,"Arron Afflalo-2016",11
"7286","Alexis Ajinca",2016,"C",0.514,5.8,0.476,0.839,0,0.478,3.1,8.1,1.3,0.8,1.5,2.3,5.6,14.7,"Alexis Ajinca-2016",8
"7288","LaMarcus Aldridge",2016,"PF",0.565,8.1,0.513,0.858,0,0.521,2.8,7.3,1.8,0.6,1.3,1.6,2.4,21.2,"LaMarcus Aldridge-2016",12
"7291","Tony Allen",2016,"SG",0.505,6.9,0.458,0.652,0.357,0.468,2.3,4.3,1.6,2.4,0.4,1.7,3.9,11.9,"Tony Allen-2016",6
"7292","Al-Farouq Aminu",2016,"SF",0.533,8.8,0.416,0.737,0.361,0.468,1.5,6.2,2.1,1.1,0.8,1.8,2.6,12.9,"Al-Farouq Aminu-2016",9
"7294","Chris Andersen",2016,"C",0.598,4.4,0.528,0.694,0.286,0.586,3.2,5.6,1.1,1.3,1.2,0.8,2.6,9.4,"Chris Andersen-2016",7
"7296","James Anderson",2016,"SG",0.469,7.7,0.376,0.759,0.267,0.478,0.6,3.6,2,1,0.7,2.1,2.7,8.9,"James Anderson-2016",3
"7297","Justin Anderson",2016,"SF",0.522,6.8,0.406,0.8,0.265,0.533,1,6.3,1.6,1.1,1.4,1.3,2.5,11.6,"Justin Anderson-2016",11
"7298","Kyle Anderson",2016,"SF",0.528,13.7,0.468,0.747,0.324,0.488,0.7,6.3,3.6,1.7,0.8,1.7,2.8,10.1,"Kyle Anderson-2016",6
"7299","Ryan Anderson",2016,"PF",0.546,6.1,0.427,0.873,0.366,0.466,2.3,4.8,1.3,0.7,0.4,1.6,2,20.2,"Ryan Anderson-2016",11
"7300","Giannis Antetokounmpo",2016,"PG",0.566,20,0.506,0.724,0.257,0.537,1.4,6.4,4.4,1.2,1.4,2.7,3.3,17.2,"Giannis Antetokounmpo-2016",12
"7302","Carmelo Anthony",2016,"SF",0.53,21.9,0.434,0.829,0.339,0.463,1.4,6.5,4.3,0.9,0.5,2.5,2.6,22.4,"Carmelo Anthony-2016",4
"7305","Trevor Ariza",2016,"SF",0.551,10,0.416,0.783,0.371,0.478,0.8,3.8,2.4,2,0.3,1.4,2.2,12.9,"Trevor Ariza-2016",6
"7306","Darrell Arthur",2016,"PF",0.514,10,0.452,0.755,0.385,0.473,2,4.9,2.3,1.3,1.1,1.6,4.4,12.5,"Darrell Arthur-2016",9
"7308","D.J. Augustin",2016,"PG",0.575,25.3,0.423,0.805,0.405,0.44,0.2,2.7,6.1,1.2,0.1,2.6,2.6,14.3,"D.J. Augustin-2016",2
"7310","Luke Babbitt",2016,"SF",0.526,9.6,0.422,0.78,0.404,0.433,1.1,5.2,2.3,0.5,0.3,1,3.8,13.9,"Luke Babbitt-2016",11
"7312","Leandro Barbosa",2016,"SG",0.545,10.6,0.462,0.839,0.355,0.508,0.9,3,2.7,1.5,0.3,1.8,3.6,14.4,"Leandro Barbosa-2016",11
"7313","J.J. Barea",2016,"PG",0.536,31.5,0.446,0.771,0.385,0.481,0.6,2.7,6.5,0.6,0,2.4,2.4,17.4,"J.J. Barea-2016",2
"7314","Andrea Bargnani",2016,"C",0.5,4.8,0.455,0.825,0.188,0.471,1.6,3.9,1,0.2,0.5,1.5,3.5,17.3,"Andrea Bargnani-2016",11
"7315","Harrison Barnes",2016,"SF",0.559,7.8,0.466,0.761,0.383,0.508,1.4,4.4,2.1,0.7,0.2,1,2.4,13.6,"Harrison Barnes-2016",11
"7316","Matt Barnes",2016,"SF",0.503,11.6,0.381,0.804,0.322,0.449,1.4,5.5,2.7,1.3,0.9,2,3.8,12.5,"Matt Barnes-2016",3
"7317","Will Barton",2016,"SG",0.535,14.4,0.432,0.806,0.345,0.476,0.9,6.4,3.1,1.1,0.6,2.1,2.2,18,"Will Barton-2016",4
"7318","Brandon Bass",2016,"PF",0.619,9.2,0.549,0.845,0,0.552,2.8,4.9,2,0.9,1.5,1.1,3.4,12.7,"Brandon Bass-2016",7
"7319","Nicolas Batum",2016,"SF",0.546,26.9,0.426,0.849,0.348,0.492,0.8,5.5,5.9,1,0.6,3,1.7,15.4,"Nicolas Batum-2016",10
"7320","Jerryd Bayless",2016,"SG",0.568,16.2,0.423,0.778,0.437,0.408,0.5,2.9,3.9,1.1,0.3,1.7,2.7,12.9,"Jerryd Bayless-2016",2
"7321","Aron Baynes",2016,"C",0.563,6.6,0.505,0.764,0,0.508,4.1,7.1,1.5,0.6,1.5,2,4.4,15,"Aron Baynes-2016",7
"7322","Kent Bazemore",2016,"SF",0.551,12.7,0.441,0.815,0.357,0.502,0.5,6.1,3,1.7,0.7,2.4,3,15.1,"Kent Bazemore-2016",6
"7323","Bradley Beal",2016,"SG",0.547,15.6,0.449,0.767,0.387,0.481,0.9,3.1,3.4,1.1,0.2,2.4,2.5,20.2,"Bradley Beal-2016",4
"7324","Michael Beasley",2016,"SF",0.563,9.1,0.522,0.776,0.333,0.531,2.9,6.8,1.6,1.1,0.9,2.4,3.9,25.3,"Michael Beasley-2016",12
"7325","Marco Belinelli",2016,"SG",0.5,11.1,0.386,0.833,0.306,0.456,0.2,2.3,2.7,0.8,0,1.7,2,15,"Marco Belinelli-2016",11
"7327","Patrick Beverley",2016,"PG",0.553,17.9,0.434,0.682,0.4,0.472,1.3,3.1,4.2,1.7,0.5,1.6,4.1,12.3,"Patrick Beverley-2016",6
"7328","Bismack Biyombo",2016,"C",0.586,2.4,0.542,0.628,0,0.544,3.6,9.4,0.6,0.4,2.6,1.4,4.5,9,"Bismack Biyombo-2016",7
"7329","Nemanja Bjelica",2016,"PF",0.594,11.4,0.468,0.727,0.384,0.564,1.6,5.4,2.8,0.9,0.7,1.6,5.2,10.3,"Nemanja Bjelica-2016",9
"7331","DeJuan Blair",2016,"C",0.414,7.3,0.412,0.385,0,0.418,3.3,6.1,1.8,1.3,0.3,2.5,8.8,10.1,"DeJuan Blair-2016",8
"7332","Steve Blake",2016,"PG",0.51,29.5,0.388,0.8,0.344,0.461,0.3,2.9,7.3,0.9,0.2,3,2.6,9.3,"Steve Blake-2016",2
"7333","Eric Bledsoe",2016,"PG",0.557,31.8,0.453,0.802,0.372,0.482,0.6,3.6,6.5,2.1,0.6,3.7,2.5,21.5,"Eric Bledsoe-2016",10
